Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
SW48,"""A""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,65.94,-102.544,0.0,bottom
SW49,"KP ""/""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,381.281,-83.5062,0.0,bottom
SW5,"""<""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,270.537,-83.4935,0.0,bottom
SW50,"KP ""8""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,343.181,-83.5062,0.0,bottom
SW52,"""P""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,232.437,-83.4935,0.0,bottom
SW53,"""I""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,194.337,-83.4935,0.0,bottom
SW54,"""Y""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,156.237,-83.4935,0.0,bottom
SW55,"""R""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,118.137,-83.4935,0.0,bottom
SW56,"""W""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,80.037,-83.4935,0.0,bottom
SW57,"KP ""9""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,362.231,-83.5062,0.0,bottom
SW58,"KP ""7""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,324.131,-83.5062,0.0,bottom
SW59,U ARROW,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,251.487,-83.4935,0.0,bottom
SW6,SPACE,SW_Cherry_MX_6.25u_PCB_with_RGB_LED,163.438,-140.644,0.0,bottom
SW60,"""O""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,213.387,-82.5535,0.0,bottom
SW61,"""U""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,175.287,-82.5535,0.0,bottom
SW62,"""T""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,137.187,-82.5535,0.0,bottom
SW63,"""E""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,99.087,-82.5535,0.0,bottom
SW64,"""Q""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,60.987,-82.5535,0.0,bottom
SW65,INS/DEL,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,381.281,-63.5162,0.0,bottom
SW66,UP/DOWN,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,343.181,-63.5162,0.0,bottom
SW67,NC ($0A),SW_Cherry_MX_1.50u_PCB_with_RGB_LED,89.6255,-139.704,0.0,bottom
SW68,""")""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,222.912,-63.5035,0.0,bottom
SW69,"""\""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,184.812,-63.5035,0.0,bottom
SW7,"""[""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,261.012,-64.4435,0.0,bottom
SW70,"""'""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,146.712,-64.4435,0.0,bottom
SW71,"""$""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,108.612,-64.4435,0.0,bottom
SW72,QUOTE,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,70.512,-64.4435,0.0,bottom
SW73,LEFT/RIGHT,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,362.231,-64.4562,0.0,bottom
SW74,CLR/HOME,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,324.131,-64.4562,0.0,bottom
SW75,B ARROW,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,241.962,-64.4435,0.0,bottom
SW76,"""(""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,203.862,-64.4435,0.0,bottom
SW77,"""&""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,165.762,-64.4435,0.0,bottom
SW78,"""%""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,127.662,-64.4435,0.0,bottom
SW79,"""#""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,89.562,-64.4435,0.0,bottom
SW8,OFF/RVS,SW_Cherry_MX_1.50u_PCB_with_RGB_LED,37.1745,-83.4935,0.0,bottom
SW80,"""!""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,51.462,-64.4435,0.0,bottom
SW9,"KP ""-""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,362.231,-140.656,0.0,bottom
U1,LSF0204Q,TSSOP-14_4.4x5mm_P0.65mm,125.218325,-136.989526,90.0,bottom
U2,ATmega32A-A,TQFP-44_10x10mm_P0.8mm,268.460718,-135.726713,180.0,bottom
U3,74HCT85,SO-16_3.9x9.9mm_P1.27mm,204.940509,-136.65106,180.0,bottom
U4,74LS174,SO-16_3.9x9.9mm_P1.27mm,142.890729,-136.390708,180.0,bottom
U5,~,THB Miniature Thumbstick THB001P,303.3665,-132.333,180.0,top
U6,74LS174,SO-16_3.9x9.9mm_P1.27mm,188.294127,-136.693029,180.0,bottom
U7,74LS145,SO-16_3.9x9.9mm_P1.27mm,220.098129,-136.504477,180.0,bottom
U8,ATmega32A-A,TQFP-44_10x10mm_P0.8mm,309.621671,-97.553716,180.0,bottom
Y1,ASE-xxxMHz,Oscillator_SMD_Abracon_ASE-4Pin_3.2x2.5mm,279.580976,-132.223954,0.0,bottom
